sgRNA	gene	spleen1	spleen2	spleen3	spleen4	bonemarrow1	bonemarrow2	bonemarrow3	bonemarrow4	bonemarrow5	meninges1	meninges2	meninges3	meninges4	meninges5	input_rep1	input_rep2	input_rep3	d5_rep1	d5_rep2	d5_rep3	d15_rep1	d15_rep2	d15_rep3	plasmidlib
gRNA_8891	Pik3cb	680.0	2319.0	1189.0	1177.0	3309.0	2888.0	1191.0	2137.0	1139.0	2754.0	161.0	3052.0	2024.0	496.0	1017.0	1182.0	1900.0	2324.0	2864.0	1774.0	1731.0	1056.0	1926.0	981.0
gRNA_8893	Pik3cb	216.0	1079.0	183.0	373.0	495.0	772.0	732.0	162.0	1407.0	413.0	469.0	429.0	723.0	846.0	344.0	768.0	813.0	1411.0	701.0	800.0	664.0	585.0	695.0	535.0
gRNA_8895	Pik3cb	627.0	1467.0	413.0	373.0	1658.0	920.0	327.0	154.0	266.0	312.0	814.0	116.0	386.0	242.0	348.0	549.0	615.0	641.0	746.0	603.0	487.0	390.0	548.0	635.0
gRNA_8896	Pik3cb	313.0	1010.0	129.0	403.0	573.0	506.0	189.0	111.0	268.0	392.0	37.0	2906.0	99.0	1093.0	237.0	477.0	358.0	609.0	552.0	582.0	692.0	433.0	764.0	437.0
gRNA_8897	Pik3cb	27.0	66.0	41.0	54.0	108.0	180.0	14.0	8.0	648.0	5.0	1.0	32.0	34.0	29.0	48.0	165.0	51.0	30.0	63.0	92.0	76.0	131.0	44.0	126.0
gRNA_8935	Pik3cd	221.0	733.0	603.0	301.0	978.0	1184.0	860.0	239.0	262.0	26.0	184.0	1221.0	719.0	1863.0	604.0	869.0	1164.0	952.0	1060.0	1127.0	793.0	633.0	1012.0	681.0
gRNA_8936	Pik3cd	149.0	890.0	139.0	82.0	343.0	277.0	151.0	157.0	255.0	58.0	150.0	416.0	199.0	808.0	277.0	603.0	465.0	356.0	477.0	528.0	647.0	188.0	461.0	511.0
gRNA_8997	Pik3cg	262.0	1157.0	291.0	844.0	1352.0	4718.0	859.0	794.0	994.0	431.0	117.0	482.0	397.0	397.0	406.0	921.0	572.0	957.0	1396.0	1029.0	685.0	733.0	819.0	930.0
gRNA_8998	Pik3cg	219.0	674.0	346.0	262.0	761.0	1156.0	1548.0	266.0	369.0	56.0	1.0	41.0	289.0	32.0	289.0	848.0	339.0	1111.0	543.0	727.0	466.0	303.0	580.0	633.0
gRNA_8999	Pik3cg	165.0	494.0	178.0	220.0	352.0	687.0	1447.0	300.0	135.0	281.0	177.0	446.0	369.0	191.0	29.0	274.0	94.0	153.0	153.0	179.0	276.0	90.0	160.0	303.0
gRNA_9000	Pik3cg	193.0	936.0	235.0	364.0	432.0	825.0	1448.0	1978.0	245.0	85.0	68.0	57.0	1542.0	22.0	425.0	417.0	345.0	689.0	855.0	601.0	417.0	456.0	560.0	507.0
gRNA_9037	Pik3r1	295.0	552.0	354.0	266.0	432.0	970.0	778.0	246.0	347.0	475.0	17.0	353.0	922.0	914.0	520.0	712.0	742.0	1455.0	1426.0	668.0	880.0	630.0	883.0	467.0
gRNA_9041	Pik3r1	352.0	1502.0	617.0	356.0	1407.0	1489.0	839.0	551.0	666.0	367.0	562.0	791.0	4493.0	64.0	612.0	838.0	833.0	1154.0	1592.0	469.0	985.0	820.0	1312.0	521.0
gRNA_9055	Pik3r1	659.0	1835.0	466.0	444.0	623.0	1415.0	482.0	379.0	370.0	710.0	330.0	1155.0	507.0	1824.0	307.0	872.0	700.0	713.0	966.0	962.0	890.0	786.0	715.0	551.0
gRNA_9056	Pik3r1	364.0	946.0	228.0	1360.0	1180.0	633.0	736.0	1627.0	400.0	62.0	10.0	114.0	1090.0	218.0	182.0	356.0	394.0	295.0	239.0	302.0	278.0	171.0	199.0	346.0
gRNA_9063	Pik3r1	1047.0	1390.0	743.0	1391.0	2790.0	1651.0	1428.0	6297.0	1193.0	788.0	258.0	149.0	1083.0	338.0	1663.0	1667.0	2502.0	1782.0	1795.0	1905.0	1853.0	1392.0	1911.0	813.0
gRNA_9064	Pik3r1	566.0	1500.0	395.0	539.0	1053.0	792.0	631.0	171.0	883.0	41.0	56.0	550.0	832.0	34.0	488.0	800.0	879.0	1030.0	1462.0	879.0	879.0	631.0	1281.0	712.0
gRNA_9084	Pik3r2	428.0	1522.0	781.0	868.0	1243.0	1661.0	1497.0	1012.0	1261.0	83.0	463.0	966.0	491.0	101.0	529.0	904.0	820.0	1183.0	1381.0	1007.0	936.0	596.0	625.0	1006.0
gRNA_9085	Pik3r2	760.0	2045.0	576.0	1161.0	817.0	1990.0	644.0	275.0	937.0	273.0	119.0	54.0	589.0	4339.0	402.0	655.0	668.0	1120.0	813.0	702.0	701.0	491.0	777.0	649.0
gRNA_9105	Pik3r2	1379.0	4991.0	2896.0	3365.0	3789.0	4884.0	4524.0	4531.0	3355.0	922.0	446.0	2029.0	1026.0	2365.0	577.0	843.0	739.0	1874.0	1034.0	866.0	1348.0	1276.0	1577.0	883.0
gRNA_9114	Pik3r3	228.0	768.0	99.0	458.0	651.0	1334.0	296.0	164.0	578.0	191.0	53.0	347.0	125.0	122.0	91.0	283.0	101.0	512.0	329.0	299.0	352.0	368.0	437.0	421.0
gRNA_9115	Pik3r3	40.0	420.0	124.0	128.0	242.0	201.0	171.0	67.0	730.0	47.0	155.0	52.0	75.0	198.0	24.0	167.0	44.0	207.0	172.0	154.0	300.0	243.0	382.0	245.0
gRNA_9116	Pik3r3	256.0	180.0	113.0	62.0	471.0	222.0	166.0	56.0	72.0	124.0	40.0	121.0	77.0	135.0	114.0	258.0	76.0	97.0	95.0	130.0	224.0	80.0	113.0	370.0
gRNA_9286	Pms2	395.0	1109.0	912.0	863.0	1178.0	1728.0	1130.0	226.0	453.0	173.0	211.0	196.0	1649.0	2918.0	1139.0	1441.0	1467.0	1380.0	1213.0	1353.0	1263.0	746.0	1496.0	828.0
gRNA_9392	Pole	543.0	1500.0	933.0	778.0	1145.0	1272.0	1400.0	610.0	702.0	602.0	295.0	151.0	3721.0	127.0	292.0	735.0	410.0	912.0	895.0	930.0	852.0	748.0	1100.0	859.0
gRNA_9410	Pot1b	636.0	433.0	984.0	1747.0	1398.0	940.0	1388.0	1821.0	356.0	42.0	162.0	385.0	642.0	266.0	464.0	848.0	1014.0	1276.0	1210.0	859.0	1015.0	592.0	907.0	626.0
gRNA_9411	Pot1b	179.0	507.0	195.0	225.0	475.0	1876.0	488.0	192.0	878.0	453.0	1226.0	129.0	362.0	208.0	438.0	837.0	803.0	706.0	881.0	795.0	875.0	656.0	861.0	554.0
gRNA_9513	Prdm1	212.0	601.0	384.0	430.0	1281.0	770.0	798.0	200.0	1220.0	975.0	634.0	199.0	450.0	293.0	651.0	871.0	1026.0	949.0	1011.0	887.0	1112.0	669.0	846.0	505.0
gRNA_9611	Prkd1	287.0	634.0	114.0	485.0	1436.0	573.0	557.0	93.0	883.0	957.0	430.0	7.0	196.0	756.0	350.0	675.0	589.0	753.0	547.0	780.0	474.0	503.0	614.0	624.0
gRNA_9612	Prkd1	207.0	1108.0	323.0	432.0	777.0	1560.0	828.0	302.0	1325.0	381.0	292.0	7394.0	824.0	710.0	348.0	862.0	656.0	798.0	717.0	1003.0	951.0	798.0	995.0	619.0
gRNA_9624	Prkd1	183.0	292.0	90.0	203.0	573.0	416.0	105.0	32.0	176.0	483.0	202.0	116.0	196.0	25.0	9.0	337.0	298.0	619.0	278.0	235.0	376.0	230.0	229.0	227.0
gRNA_9625	Prkd1	152.0	209.0	207.0	157.0	716.0	796.0	366.0	172.0	459.0	221.0	233.0	694.0	2726.0	22.0	161.0	652.0	531.0	814.0	508.0	564.0	575.0	413.0	638.0	376.0
gRNA_9703	Ptpn1	291.0	542.0	191.0	409.0	635.0	498.0	184.0	617.0	1449.0	251.0	5.0	36.0	840.0	65.0	123.0	253.0	126.0	350.0	730.0	538.0	437.0	331.0	427.0	431.0
gRNA_9705	Ptpn11	353.0	3164.0	466.0	482.0	9077.0	2208.0	2222.0	3385.0	455.0	558.0	391.0	332.0	869.0	129.0	797.0	901.0	1561.0	1651.0	1350.0	968.0	1244.0	933.0	1117.0	513.0
gRNA_9706	Ptpn11	862.0	1519.0	715.0	1823.0	3796.0	3459.0	1782.0	561.0	761.0	269.0	233.0	1564.0	2527.0	1065.0	1443.0	1205.0	1480.0	2214.0	1455.0	1622.0	1001.0	1046.0	1721.0	867.0
gRNA_9730	Ptpn11	66.0	70.0	135.0	104.0	861.0	431.0	242.0	53.0	864.0	237.0	8.0	26.0	1953.0	178.0	174.0	395.0	265.0	389.0	298.0	297.0	375.0	156.0	262.0	253.0
gRNA_9744	Ptpn11	413.0	1879.0	545.0	799.0	5487.0	2723.0	1726.0	1649.0	1237.0	112.0	179.0	186.0	8509.0	291.0	425.0	898.0	751.0	475.0	1166.0	981.0	583.0	694.0	1066.0	801.0
gRNA_9745	Ptpn11	158.0	544.0	146.0	189.0	4148.0	2191.0	1494.0	276.0	1500.0	532.0	125.0	1678.0	96.0	132.0	129.0	637.0	432.0	593.0	651.0	731.0	944.0	438.0	718.0	594.0
gRNA_9838	Ptprd	83.0	188.0	49.0	266.0	103.0	1212.0	237.0	405.0	159.0	248.0	840.0	131.0	729.0	146.0	64.0	365.0	362.0	498.0	298.0	470.0	292.0	316.0	417.0	229.0
gRNA_9875	Ptprd	392.0	687.0	436.0	654.0	522.0	1123.0	223.0	193.0	195.0	100.0	244.0	1142.0	3424.0	36.0	48.0	556.0	542.0	496.0	990.0	796.0	663.0	303.0	442.0	398.0
gRNA_9876	Ptprd	76.0	143.0	144.0	200.0	859.0	241.0	136.0	45.0	82.0	648.0	46.0	29.0	640.0	2061.0	13.0	278.0	298.0	397.0	171.0	214.0	357.0	208.0	267.0	288.0
gRNA_9881	Ptprd	32.0	170.0	22.0	39.0	48.0	140.0	48.0	6.0	43.0	61.0	10.0	51.0	17.0	105.0	4.0	179.0	47.0	40.0	49.0	27.0	52.0	66.0	50.0	192.0
gRNA_10049	Ptprt	433.0	712.0	469.0	682.0	649.0	1338.0	2458.0	356.0	1100.0	178.0	136.0	929.0	919.0	437.0	210.0	685.0	350.0	912.0	879.0	784.0	883.0	618.0	1030.0	681.0
gRNA_10106	Ptprt	156.0	1184.0	227.0	161.0	1020.0	1575.0	290.0	317.0	536.0	436.0	307.0	408.0	644.0	439.0	117.0	250.0	111.0	884.0	510.0	673.0	743.0	557.0	846.0	406.0
gRNA_10107	Ptprt	224.0	327.0	462.0	276.0	360.0	360.0	258.0	129.0	319.0	584.0	367.0	31.0	222.0	88.0	86.0	416.0	206.0	552.0	738.0	664.0	599.0	373.0	492.0	505.0
gRNA_10117	Ptprt	580.0	1846.0	628.0	1080.0	3018.0	2027.0	957.0	688.0	894.0	482.0	2564.0	564.0	3034.0	565.0	592.0	1241.0	1532.0	1455.0	1479.0	869.0	1302.0	970.0	1227.0	960.0
gRNA_10118	Ptprt	568.0	1714.0	790.0	1035.0	1146.0	2070.0	1374.0	618.0	999.0	1729.0	2260.0	2302.0	4241.0	181.0	1819.0	1186.0	1821.0	1955.0	2221.0	1354.0	1187.0	1051.0	1540.0	1359.0
gRNA_10150	Ptprt	962.0	2892.0	1241.0	2225.0	2750.0	2834.0	1841.0	4575.0	1961.0	695.0	4923.0	10692.0	1504.0	449.0	915.0	1396.0	1823.0	1365.0	1705.0	1724.0	1472.0	1441.0	2120.0	1116.0
gRNA_10274	Rad21	191.0	429.0	377.0	274.0	1320.0	734.0	1404.0	341.0	745.0	1444.0	192.0	422.0	1848.0	2692.0	950.0	1198.0	1502.0	1863.0	1013.0	857.0	990.0	1040.0	951.0	826.0
gRNA_10275	Rad21	810.0	617.0	394.0	818.0	383.0	700.0	306.0	716.0	226.0	85.0	897.0	19.0	365.0	202.0	621.0	746.0	740.0	692.0	733.0	673.0	410.0	291.0	590.0	462.0
gRNA_10306	Rad51c	324.0	1649.0	788.0	619.0	1059.0	3149.0	4648.0	974.0	613.0	966.0	762.0	163.0	771.0	413.0	726.0	823.0	1199.0	617.0	1113.0	927.0	1060.0	664.0	1157.0	730.0
gRNA_10307	Rad51c	184.0	858.0	332.0	286.0	773.0	1067.0	1145.0	721.0	989.0	290.0	65.0	717.0	1370.0	486.0	366.0	828.0	1154.0	1270.0	910.0	961.0	1185.0	791.0	1122.0	446.0
gRNA_10336	Raf1	686.0	1302.0	742.0	904.0	1751.0	1442.0	1332.0	668.0	1576.0	633.0	244.0	125.0	2923.0	1267.0	1379.0	1626.0	1491.0	1802.0	1156.0	1279.0	1452.0	1000.0	1699.0	1120.0
gRNA_10337	Raf1	240.0	651.0	484.0	472.0	882.0	1103.0	1453.0	631.0	682.0	355.0	107.0	298.0	423.0	210.0	270.0	847.0	526.0	1229.0	983.0	619.0	996.0	697.0	998.0	634.0
gRNA_10342	Raf1	357.0	858.0	573.0	257.0	655.0	284.0	234.0	157.0	312.0	25.0	48.0	15.0	560.0	1007.0	43.0	138.0	52.0	421.0	385.0	390.0	436.0	312.0	258.0	273.0
gRNA_10343	Raf1	315.0	3159.0	393.0	374.0	1392.0	3989.0	1143.0	411.0	4588.0	2741.0	1394.0	73.0	668.0	1920.0	185.0	623.0	373.0	915.0	633.0	615.0	469.0	326.0	350.0	888.0
gRNA_10363	Rara	148.0	1113.0	471.0	225.0	391.0	2941.0	269.0	176.0	325.0	94.0	152.0	59.0	282.0	436.0	33.0	294.0	101.0	243.0	401.0	271.0	247.0	243.0	407.0	432.0
gRNA_10378	Rara	314.0	856.0	314.0	453.0	1305.0	1816.0	935.0	732.0	1083.0	1021.0	129.0	513.0	371.0	2210.0	1154.0	1123.0	1757.0	1413.0	1948.0	1235.0	1236.0	881.0	1384.0	971.0
gRNA_10379	Rara	155.0	91.0	78.0	19.0	219.0	229.0	387.0	124.0	42.0	28.0	54.0	42.0	127.0	32.0	138.0	221.0	182.0	319.0	618.0	285.0	510.0	346.0	338.0	189.0
gRNA_10380	Rara	542.0	2317.0	943.0	882.0	994.0	2700.0	1478.0	679.0	345.0	207.0	247.0	272.0	1112.0	56.0	633.0	715.0	882.0	993.0	831.0	848.0	830.0	544.0	991.0	725.0
gRNA_10397	Rasa1	367.0	515.0	335.0	524.0	1175.0	587.0	477.0	328.0	1348.0	326.0	156.0	1578.0	744.0	2772.0	227.0	640.0	871.0	1216.0	610.0	1061.0	1105.0	760.0	1006.0	610.0
gRNA_10406	Rasa1	309.0	391.0	299.0	406.0	464.0	734.0	660.0	77.0	272.0	71.0	1437.0	914.0	353.0	557.0	8.0	639.0	472.0	459.0	555.0	680.0	687.0	238.0	282.0	297.0
gRNA_10436	Rb1	189.0	629.0	284.0	231.0	274.0	652.0	542.0	128.0	197.0	288.0	178.0	46.0	122.0	90.0	183.0	717.0	498.0	594.0	546.0	693.0	687.0	308.0	547.0	539.0
gRNA_10437	Rb1	421.0	2070.0	644.0	928.0	1476.0	4763.0	1433.0	504.0	466.0	83.0	507.0	1415.0	348.0	278.0	531.0	994.0	1209.0	949.0	1076.0	1008.0	1528.0	1016.0	1542.0	636.0
gRNA_10447	Rb1	456.0	1703.0	322.0	650.0	1415.0	5054.0	885.0	467.0	1011.0	773.0	574.0	127.0	960.0	2143.0	459.0	1457.0	1369.0	1390.0	2249.0	931.0	1478.0	1065.0	1627.0	712.0
gRNA_10448	Rb1	178.0	635.0	255.0	429.0	597.0	2104.0	823.0	511.0	1289.0	369.0	81.0	279.0	791.0	236.0	588.0	970.0	791.0	1211.0	943.0	760.0	1151.0	564.0	867.0	690.0
gRNA_10456	Rb1	132.0	406.0	165.0	83.0	593.0	624.0	620.0	233.0	744.0	0.0	148.0	13.0	673.0	23.0	236.0	536.0	703.0	664.0	1093.0	624.0	1021.0	717.0	721.0	392.0
gRNA_10466	Rb1	685.0	1468.0	789.0	1883.0	1187.0	1347.0	3287.0	602.0	1397.0	390.0	10580.0	348.0	1116.0	632.0	501.0	863.0	1226.0	960.0	1192.0	1270.0	1774.0	1115.0	1396.0	662.0
gRNA_10467	Rb1	282.0	723.0	320.0	467.0	547.0	1646.0	587.0	451.0	728.0	184.0	406.0	616.0	152.0	170.0	193.0	511.0	709.0	901.0	1100.0	682.0	825.0	591.0	616.0	405.0
gRNA_10468	Rb1	175.0	652.0	312.0	480.0	210.0	1016.0	603.0	303.0	266.0	34.0	452.0	109.0	2008.0	296.0	142.0	455.0	457.0	543.0	705.0	472.0	615.0	345.0	436.0	396.0
gRNA_10504	Rbm10	349.0	937.0	367.0	453.0	1001.0	1269.0	931.0	344.0	463.0	322.0	105.0	46.0	621.0	312.0	100.0	358.0	138.0	476.0	469.0	361.0	437.0	437.0	581.0	622.0
gRNA_10546	Rbm10	289.0	590.0	445.0	326.0	825.0	1432.0	1313.0	273.0	507.0	561.0	875.0	428.0	351.0	1604.0	96.0	673.0	355.0	662.0	860.0	893.0	728.0	609.0	708.0	610.0
gRNA_10547	Rbm10	279.0	655.0	195.0	334.0	733.0	645.0	275.0	200.0	76.0	566.0	100.0	8265.0	502.0	71.0	86.0	286.0	178.0	245.0	353.0	253.0	382.0	279.0	500.0	378.0
gRNA_10548	Rbm10	64.0	331.0	195.0	150.0	327.0	344.0	237.0	165.0	397.0	46.0	212.0	336.0	415.0	53.0	46.0	327.0	82.0	193.0	157.0	501.0	371.0	290.0	310.0	414.0
gRNA_10571	Recql	159.0	2044.0	405.0	649.0	1504.0	1927.0	791.0	615.0	394.0	887.0	135.0	608.0	370.0	724.0	666.0	980.0	1354.0	1364.0	816.0	1052.0	836.0	785.0	1118.0	664.0
gRNA_10572	Recql	813.0	871.0	788.0	399.0	933.0	1358.0	5005.0	583.0	322.0	671.0	357.0	80.0	194.0	72.0	196.0	592.0	437.0	630.0	835.0	535.0	744.0	436.0	551.0	493.0
gRNA_10573	Recql	626.0	2384.0	622.0	1161.0	2051.0	2884.0	1463.0	347.0	1035.0	4406.0	201.0	5902.0	208.0	1926.0	1125.0	1032.0	1744.0	1664.0	1389.0	1305.0	971.0	971.0	1199.0	922.0
gRNA_10574	Recql	576.0	744.0	462.0	729.0	770.0	1560.0	2605.0	1131.0	1148.0	280.0	393.0	493.0	592.0	510.0	718.0	945.0	1810.0	1290.0	1170.0	1068.0	1387.0	1143.0	1537.0	712.0
gRNA_10595	Ret	316.0	760.0	329.0	404.0	1497.0	956.0	564.0	222.0	309.0	189.0	119.0	363.0	843.0	518.0	313.0	737.0	724.0	821.0	1472.0	736.0	673.0	625.0	914.0	596.0
gRNA_10596	Ret	753.0	1695.0	1182.0	951.0	1432.0	1538.0	1097.0	389.0	808.0	295.0	98.0	73.0	269.0	69.0	100.0	381.0	252.0	760.0	1044.0	549.0	681.0	675.0	664.0	336.0
gRNA_10597	Ret	317.0	1769.0	717.0	527.0	592.0	1219.0	1327.0	362.0	1182.0	285.0	1469.0	648.0	100.0	342.0	320.0	441.0	544.0	511.0	574.0	530.0	580.0	462.0	763.0	398.0
gRNA_10598	Ret	476.0	1707.0	381.0	1231.0	2404.0	1684.0	951.0	1315.0	1595.0	177.0	168.0	540.0	1299.0	480.0	110.0	284.0	265.0	1078.0	1342.0	1052.0	1229.0	975.0	1438.0	427.0
gRNA_10617	Rheb	1525.0	4044.0	3155.0	1138.0	5197.0	2024.0	8589.0	765.0	1033.0	616.0	899.0	139.0	1303.0	64.0	713.0	824.0	1046.0	674.0	1235.0	815.0	1195.0	835.0	1224.0	606.0
gRNA_10618	Rheb	754.0	808.0	822.0	846.0	1193.0	1715.0	1226.0	357.0	477.0	133.0	330.0	12.0	256.0	84.0	322.0	663.0	852.0	825.0	1003.0	1051.0	1481.0	881.0	1539.0	444.0
gRNA_10622	Rhoa	698.0	842.0	435.0	715.0	1639.0	782.0	407.0	151.0	174.0	189.0	54.0	41.0	626.0	92.0	267.0	776.0	638.0	775.0	445.0	678.0	704.0	528.0	521.0	387.0
gRNA_10623	Rhoa	72.0	401.0	195.0	221.0	273.0	337.0	323.0	88.0	606.0	187.0	120.0	169.0	1354.0	623.0	634.0	940.0	1909.0	730.0	648.0	889.0	763.0	626.0	830.0	560.0
gRNA_10632	Rhoa	199.0	695.0	270.0	166.0	417.0	1045.0	1093.0	120.0	1844.0	209.0	262.0	197.0	702.0	304.0	294.0	386.0	272.0	491.0	159.0	374.0	446.0	252.0	328.0	398.0
gRNA_10633	Rhoa	297.0	654.0	251.0	250.0	721.0	286.0	418.0	105.0	298.0	3.0	66.0	86.0	419.0	138.0	71.0	407.0	227.0	408.0	516.0	497.0	438.0	333.0	402.0	430.0
gRNA_10634	Rhoa	209.0	1627.0	337.0	829.0	430.0	1546.0	297.0	150.0	339.0	323.0	284.0	332.0	134.0	65.0	162.0	569.0	348.0	554.0	632.0	361.0	658.0	335.0	456.0	633.0
gRNA_10635	Rhoa	223.0	748.0	622.0	412.0	908.0	875.0	759.0	312.0	377.0	131.0	57.0	186.0	655.0	347.0	488.0	930.0	794.0	1397.0	1010.0	1057.0	1505.0	1153.0	1288.0	686.0
gRNA_10636	Rhoa	298.0	1162.0	588.0	637.0	2322.0	998.0	1313.0	311.0	982.0	460.0	337.0	1305.0	2052.0	417.0	576.0	882.0	1098.0	1240.0	1159.0	1096.0	1328.0	696.0	1476.0	805.0
gRNA_10637	Rhoa	798.0	3636.0	757.0	1208.0	1670.0	2402.0	914.0	546.0	2138.0	1145.0	419.0	374.0	1350.0	469.0	428.0	1170.0	1595.0	1737.0	1307.0	858.0	1802.0	1171.0	2066.0	808.0
gRNA_10656	Rictor	157.0	355.0	156.0	75.0	586.0	440.0	358.0	197.0	352.0	141.0	172.0	2015.0	1363.0	36.0	163.0	385.0	300.0	592.0	552.0	414.0	550.0	356.0	713.0	636.0
gRNA_10657	Rictor	173.0	544.0	118.0	201.0	267.0	468.0	348.0	347.0	142.0	27.0	35.0	113.0	132.0	55.0	30.0	179.0	89.0	188.0	108.0	177.0	201.0	193.0	294.0	354.0
gRNA_10664	Rictor	488.0	769.0	277.0	398.0	1291.0	1561.0	283.0	279.0	819.0	227.0	80.0	142.0	996.0	354.0	165.0	458.0	267.0	913.0	516.0	565.0	604.0	339.0	529.0	520.0
gRNA_10665	Rictor	305.0	637.0	328.0	142.0	701.0	748.0	1024.0	179.0	1880.0	980.0	461.0	631.0	488.0	87.0	319.0	593.0	611.0	1047.0	886.0	883.0	889.0	588.0	947.0	679.0
gRNA_10679	Rit1	312.0	580.0	331.0	444.0	2068.0	1073.0	781.0	1324.0	1839.0	78.0	46.0	243.0	740.0	317.0	469.0	485.0	723.0	601.0	953.0	397.0	633.0	491.0	800.0	374.0
gRNA_10680	Rit1	336.0	1431.0	581.0	615.0	1508.0	2618.0	1370.0	852.0	570.0	273.0	662.0	359.0	271.0	1030.0	1005.0	1136.0	1687.0	1655.0	1794.0	1268.0	1156.0	998.0	1525.0	552.0
gRNA_10681	Rit1	641.0	1460.0	289.0	623.0	1409.0	2097.0	962.0	620.0	2570.0	1108.0	1204.0	2320.0	4140.0	715.0	289.0	860.0	1219.0	2116.0	1095.0	1079.0	1645.0	1166.0	1472.0	543.0
gRNA_10684	Rit1	240.0	562.0	133.0	230.0	401.0	733.0	1616.0	366.0	1009.0	740.0	264.0	441.0	241.0	146.0	170.0	300.0	271.0	795.0	477.0	381.0	672.0	350.0	622.0	382.0
gRNA_10690	Rnf43	116.0	500.0	77.0	189.0	226.0	362.0	258.0	312.0	195.0	25.0	138.0	283.0	1054.0	35.0	142.0	320.0	158.0	408.0	239.0	359.0	435.0	278.0	428.0	529.0
gRNA_10770	Ros1	153.0	265.0	155.0	206.0	633.0	433.0	426.0	159.0	209.0	881.0	95.0	1000.0	228.0	293.0	9.0	542.0	334.0	256.0	586.0	713.0	409.0	289.0	234.0	282.0
gRNA_10909	Rtel1	219.0	787.0	367.0	276.0	1953.0	1755.0	765.0	1020.0	289.0	287.0	84.0	824.0	770.0	100.0	135.0	264.0	219.0	345.0	500.0	652.0	565.0	408.0	529.0	585.0
gRNA_10910	Rtel1	227.0	999.0	383.0	723.0	711.0	1160.0	1070.0	538.0	736.0	113.0	50.0	1111.0	146.0	85.0	385.0	569.0	457.0	512.0	409.0	741.0	480.0	482.0	694.0	469.0
gRNA_10929	Runx1	190.0	518.0	204.0	218.0	258.0	320.0	473.0	132.0	239.0	22.0	106.0	16.0	58.0	45.0	167.0	216.0	208.0	367.0	448.0	431.0	171.0	126.0	179.0	368.0
gRNA_10930	Runx1	106.0	412.0	99.0	98.0	89.0	400.0	211.0	135.0	368.0	111.0	47.0	40.0	315.0	99.0	85.0	330.0	244.0	622.0	424.0	333.0	185.0	127.0	166.0	633.0
gRNA_10932	Runx1	205.0	410.0	507.0	163.0	510.0	1105.0	460.0	228.0	481.0	695.0	28.0	1174.0	847.0	851.0	145.0	524.0	396.0	909.0	888.0	547.0	439.0	472.0	568.0	652.0
gRNA_10955	Runx1	79.0	96.0	60.0	296.0	145.0	47.0	160.0	410.0	71.0	8.0	1.0	627.0	35.0	43.0	7.0	183.0	105.0	195.0	218.0	53.0	56.0	38.0	90.0	280.0
gRNA_10969	Runx1	428.0	1433.0	594.0	671.0	815.0	1193.0	520.0	345.0	744.0	347.0	161.0	165.0	515.0	2156.0	139.0	618.0	281.0	623.0	1385.0	781.0	715.0	736.0	893.0	794.0
gRNA_10970	Runx1	182.0	376.0	168.0	244.0	374.0	581.0	376.0	138.0	347.0	49.0	48.0	193.0	310.0	567.0	161.0	443.0	363.0	621.0	254.0	436.0	388.0	229.0	328.0	632.0
gRNA_10971	Runx1	160.0	491.0	347.0	220.0	263.0	356.0	227.0	98.0	227.0	758.0	70.0	45.0	392.0	36.0	32.0	198.0	102.0	671.0	242.0	252.0	359.0	282.0	405.0	390.0
gRNA_11017	Sdha	323.0	1512.0	395.0	819.0	970.0	2509.0	1251.0	469.0	783.0	301.0	222.0	2252.0	2220.0	948.0	808.0	899.0	1268.0	1734.0	1941.0	796.0	1133.0	599.0	1012.0	746.0
gRNA_11018	Sdha	553.0	1434.0	673.0	1572.0	10885.0	3364.0	1304.0	678.0	1315.0	1005.0	276.0	68.0	772.0	726.0	571.0	971.0	1278.0	1059.0	1220.0	920.0	1153.0	762.0	1061.0	1098.0
gRNA_11069	Setbp1	93.0	239.0	150.0	203.0	180.0	122.0	465.0	76.0	281.0	89.0	148.0	39.0	239.0	92.0	81.0	368.0	219.0	209.0	150.0	174.0	328.0	189.0	333.0	404.0
gRNA_11070	Setbp1	81.0	363.0	121.0	212.0	132.0	351.0	145.0	46.0	171.0	59.0	221.0	218.0	331.0	55.0	81.0	214.0	66.0	235.0	406.0	187.0	122.0	146.0	176.0	329.0
gRNA_11071	Setbp1	93.0	209.0	303.0	283.0	608.0	427.0	300.0	53.0	669.0	386.0	122.0	156.0	390.0	129.0	83.0	253.0	103.0	440.0	348.0	317.0	380.0	235.0	272.0	348.0
gRNA_11098	Setd2	158.0	269.0	165.0	149.0	664.0	556.0	312.0	188.0	179.0	78.0	97.0	196.0	417.0	412.0	211.0	405.0	533.0	521.0	468.0	366.0	330.0	268.0	318.0	314.0
gRNA_11099	Setd2	250.0	636.0	169.0	401.0	714.0	316.0	654.0	87.0	334.0	16.0	48.0	84.0	152.0	136.0	81.0	331.0	354.0	568.0	510.0	446.0	174.0	156.0	176.0	357.0
gRNA_11111	Setd2	214.0	683.0	248.0	297.0	1401.0	3544.0	854.0	149.0	321.0	371.0	274.0	188.0	810.0	405.0	430.0	620.0	822.0	696.0	916.0	870.0	678.0	633.0	865.0	535.0
gRNA_11112	Setd2	293.0	556.0	627.0	465.0	453.0	620.0	924.0	373.0	480.0	426.0	499.0	1159.0	207.0	453.0	295.0	695.0	461.0	781.0	713.0	734.0	882.0	690.0	684.0	618.0
